clDice,dice,iou,mae,mse,ods,ois,psnr
"tensor(1., device='cuda:0')","tensor(0.2242, device='cuda:0')","tensor(0.1262, device='cuda:0')","tensor(0.0906, device='cuda:0')","tensor(0.0534, device='cuda:0')","tensor(0.2660, device='cuda:0')","tensor(0.2711, device='cuda:0')","tensor(12.7232, device='cuda:0')"
